lon,lat,magnitude,time_string,depth,catalog_id,event_id
173.5056,-42.1178,4.0000,2016-11-17T21:11:04,10.00,21,0
174.3229,-41.7705,3.7000,2016-11-17T09:05:16,10.00,21,0
174.0534,-42.5524,5.3000,2016-11-17T22:45:52,10.00,21,0
173.1667,-42.5606,4.3000,2016-11-17T10:05:24,10.00,21,0
173.8839,-42.1756,3.7000,2016-11-17T20:50:16,10.00,21,0
174.0667,-42.5739,4.1000,2016-11-17T22:46:53,10.00,21,0
174.2985,-41.1958,3.6000,2016-11-17T23:17:53,10.00,21,0
173.0109,-42.7259,3.8000,2016-11-17T14:31:09,10.00,22,0
174.1598,-42.0004,3.7000,2016-11-17T05:16:28,10.00,22,0
173.6967,-42.0896,4.0000,2016-11-17T19:09:41,10.00,22,0
173.7584,-42.3163,4.6000,2016-11-17T21:27:27,10.00,22,0
174.0870,-41.8459,3.9000,2016-11-17T12:54:42,10.00,22,0
174.2120,-41.7524,6.0000,2016-11-17T01:20:33,10.00,22,0
174.1984,-41.7246,3.8000,2016-11-17T11:25:20,10.00,22,0
174.3307,-41.7444,4.0000,2016-11-17T11:43:49,10.00,22,0
173.5635,-42.5033,4.5000,2016-11-17T07:24:01,10.00,22,0
173.7614,-42.3294,3.8000,2016-11-17T21:41:48,10.00,22,0
174.2320,-41.6131,3.6000,2016-11-17T15:43:21,10.00,22,0
174.2772,-41.8666,4.0000,2016-11-17T03:38:15,10.00,22,0
174.1778,-41.7375,3.6000,2016-11-17T01:26:03,10.00,22,0
174.2691,-41.6339,3.7000,2016-11-17T01:22:03,10.00,22,0
174.1768,-41.3028,4.0000,2016-11-17T08:41:45,10.00,22,0
174.1628,-41.3122,3.7000,2016-11-17T08:58:04,10.00,22,0
173.1074,-42.5583,3.8000,2016-11-17T15:30:50,10.00,23,0
174.6467,-42.0681,3.6000,2016-11-17T12:08:14,10.00,23,0
174.3453,-41.6684,3.6000,2016-11-17T13:21:30,10.00,23,0
174.3213,-41.7625,4.2000,2016-11-17T21:50:59,10.00,23,0
173.8101,-42.2952,3.9000,2016-11-17T17:30:54,10.00,23,0
173.8870,-42.1617,4.6000,2016-11-17T10:09:00,10.00,23,0
174.0439,-42.3541,4.1000,2016-11-17T01:22:45,10.00,23,0
173.9964,-41.9085,3.8000,2016-11-17T19:16:29,10.00,23,0
174.3901,-41.7149,4.6000,2016-11-17T22:10:27,10.00,23,0
174.0506,-42.3482,4.1000,2016-11-17T02:36:40,10.00,23,0
173.1419,-42.5207,3.6000,2016-11-17T09:51:27,10.00,24,0
172.8478,-42.6357,3.6000,2016-11-17T08:01:38,10.00,24,0
174.2477,-41.8149,3.7000,2016-11-17T05:47:18,10.00,24,0
173.6544,-42.0437,3.6000,2016-11-17T07:39:53,10.00,24,0
174.3817,-41.6921,3.6000,2016-11-17T12:28:48,10.00,24,0
174.2151,-41.7498,3.7000,2016-11-17T00:42:22,10.00,24,0
173.5661,-42.2093,3.6000,2016-11-17T20:12:37,10.00,24,0
174.2913,-41.8272,3.6000,2016-11-17T20:52:43,10.00,24,0
174.0834,-42.2420,4.4000,2016-11-17T16:59:18,10.00,24,0
173.7268,-42.0721,4.2000,2016-11-17T21:59:26,10.00,24,0
174.0719,-42.1638,3.9000,2016-11-17T02:01:07,10.00,24,0
174.3423,-41.7179,4.4000,2016-11-17T02:14:48,10.00,24,0
172.8223,-42.6703,3.7000,2016-11-17T08:53:13,10.00,24,0
174.3233,-41.8218,3.8000,2016-11-17T09:37:23,10.00,24,0
174.0716,-42.0971,3.6000,2016-11-17T04:04:23,10.00,24,0
174.1139,-42.1352,4.2000,2016-11-17T02:26:33,10.00,24,0
172.7077,-42.6312,3.6000,2016-11-17T10:19:17,10.00,24,0
173.1563,-42.7193,3.9000,2016-11-17T11:27:49,10.00,25,0
173.6941,-42.0804,3.6000,2016-11-17T23:55:03,10.00,25,0
173.9112,-42.3518,3.8000,2016-11-17T19:09:37,10.00,25,0
174.2351,-41.7102,5.2000,2016-11-17T21:41:16,10.00,25,0
173.9407,-42.3013,3.7000,2016-11-17T12:45:58,10.00,25,0
173.6206,-42.3198,4.0000,2016-11-17T00:01:11,10.00,25,0
173.9191,-42.0055,4.0000,2016-11-17T20:47:55,10.00,25,0
173.1604,-42.7248,3.6000,2016-11-17T16:56:07,10.00,25,0
174.2501,-41.7338,3.6000,2016-11-17T21:50:50,10.00,25,0
174.3642,-41.5683,3.6000,2016-11-17T22:04:28,10.00,25,0
174.2266,-41.7081,4.1000,2016-11-17T22:08:14,10.00,25,0
174.2382,-41.7379,4.0000,2016-11-17T22:33:28,10.00,25,0
174.9591,-41.4024,4.6000,2016-11-17T10:49:42,10.00,26,0
174.2275,-41.7280,3.7000,2016-11-17T06:15:04,10.00,26,0
173.6769,-42.4414,3.9000,2016-11-17T15:24:34,10.00,26,0
174.2847,-41.7263,3.9000,2016-11-17T02:15:07,10.00,26,0
172.8607,-42.6819,4.3000,2016-11-17T23:06:00,10.00,26,0
173.7531,-42.0485,3.8000,2016-11-17T05:21:51,10.00,26,0
173.6691,-42.1539,3.7000,2016-11-17T04:12:26,10.00,26,0
174.0559,-41.9061,4.8000,2016-11-17T19:36:30,10.00,26,0
175.0483,-41.3354,3.7000,2016-11-17T11:35:05,10.00,26,0
172.8539,-42.6301,3.7000,2016-11-17T23:30:49,10.00,26,0
173.1724,-42.6634,3.6000,2016-11-17T04:36:10,10.00,27,0
173.0181,-42.6595,3.8000,2016-11-17T22:54:32,10.00,27,0
173.7448,-42.2949,3.8000,2016-11-17T19:20:02,10.00,27,0
173.8111,-42.2865,4.1000,2016-11-17T22:13:11,10.00,27,0
173.6035,-42.3642,5.5000,2016-11-17T09:44:52,10.00,27,0
173.9702,-41.7975,4.0000,2016-11-17T09:37:32,10.00,28,0
173.6399,-42.1859,3.6000,2016-11-17T22:54:28,10.00,28,0
173.6688,-42.1555,4.1000,2016-11-17T01:47:11,10.00,28,0
173.6060,-42.1768,4.1000,2016-11-17T16:53:53,10.00,28,0
173.1568,-42.5299,5.2000,2016-11-17T00:10:24,10.00,28,0
173.0150,-42.5879,3.7000,2016-11-17T13:58:48,10.00,28,0
174.0795,-41.9610,3.7000,2016-11-17T09:51:50,10.00,28,0
